11,11/2013,ZOLLEKS AVTO d.o.o.,Kidri?eva cesta 97,Škofja Loka,4220,SI35660546,3782301000,,45.310,,,,IM,embaler,QP,1.1.2014,8.10.2013,,Iztok Klun,+386 4 50 20 710,iztok.klun@zolleks.si,,,,,,"2,425","54,000","130,95",,"42,000","0,00","2,425",,"53,000","0,00","4,684","41,000","192,04","4,684",,"41,000","0,00","7,109","4,684","7,109","322,99","11,150","65,000","724,75",,"42,000","0,00",,"46,000","0,00","11,150",,"64,000","0,00","3,212","41,000","131,69",,"45,000","0,00","3,212",,"41,000","0,00","14,362","3,212","14,362","856,44",,"42,000","0,00","2,567","42,000","107,81",,"42,000","0,00","2,567","2,567","2,567","107,81","1,943","45,000","87,44","8,265","44,000","363,66",,"44,000","0,00","10,208","8,265","10,208","451,10",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","15,518","18,728","34,246","0,000","18,728","34,246","1.738,35"
12,12/2013,ER MARKETING d.o.o.,Ulica Gradnikove brigade 11,Ljubljana,1000,SI94196974,3719308000,,96.090,,,,IM,pridobitelj embaliranega blaga,MP,10.8.2013,10.8.2013,,Petri? Simona,+386 1 32 05 532; +386 1 32 05 530,simona.petric@eholding.si,po pogodbi moramo do konca oktobra (za l.2015 in vsa nadaljnja) pripraviti ponudbo cen embalažnine.,,,,,"71,176","53,000","3.772,33",,"42,000","0,00","71,176",,"52,000","0,00","86,028","41,000","3.527,15","86,028",,"41,000","0,00","157,204","86,028","157,204","7.299,48","155,360","56,000","8.700,16",,"41,000","0,00",,"45,000","0,00","155,360",,"55,000","0,00","2,126","40,000","85,04",,"44,000","0,00","2,126",,"40,000","0,00","157,486","2,126","157,486","8.785,20",,"42,000","0,00",,"41,000","0,00",,"41,000","0,00","0,000","0,000","0,000","0,00","1,968","45,000","88,56",,"44,000","0,00",,"44,000","0,00","1,968","0,000","1,968","88,56",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00","3,192","39,000","124,49",,"38,000","0,00",,"38,000","0,00","3,192","0,000","3,192","124,49",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","231,696","88,154","319,850","0,000","88,154","319,850","16.297,72"
13,13/2013,"KO?EVSKI TISK d.d., Ko?evje",Ljubljanska cesta 18A,Ko?evje,1330,SI91489440,5049369000,,18.120,,,,IM,embaler,QP,15.10.2013,15.10.2013,,Franc Bartolme,+386 41 764 082,tajnistvo@kocevski-tisk.si,,,,,,,,"0,00",,,"0,00","0,000","40,000",,"0,00","2,500",,"0,00","42,500",,,"0,00","42,500","42,500","42,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","1,700",,"0,00",,,"0,00","1,700",,,"0,00","1,700","1,700","1,700","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","44,200","44,200","0,000","44,200","44,200","0,00"
14,14/2013,MABIT d.o.o.,Nove Fužine 33,Ljubljana,1000,SI28980891,5749271000,,46.900,,,,SZ,pridobitelj embaliranega blaga,QP,14.10.2013,14.10.2013,,Tanja Fajdiga,+386 1 52 01 270,makedonija.trade@siol.net,,,,,,"0,048",,"0,00",,,"0,00","0,048",,,"0,00","0,951",,"0,00","0,951",,,"0,00","0,999","0,951","0,999","0,00",,,"0,00",,,"0,00","1,565",,"0,00","1,565",,,"0,00","0,323",,"0,00",,,"0,00","0,323",,,"0,00","1,888","0,323","1,888","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,372",,"0,00",,,"0,00",,,"0,00","0,372","0,000","0,372","0,00","13,422",,"0,00",,,"0,00",,,"0,00","13,422","0,000","13,422","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","15,407","1,274","16,681","0,000","1,274","16,681","0,00"
15,15/2013,MAKEDONIJA TRADE d.o.o.,Nove Fužine 33,Ljubljana,1000,SI22951199,5556481000,makedonija.trade@siol.net,46.900,,,,SZ,pridobitelj embaliranega blaga,QP,14.10.2013,14.10.2013,,Tanja Fajdiga,+386 1 52 01 270,makedonija.trade@siol.net,,,,,,"0,690",,"0,00",,,"0,00","0,690",,,"0,00","3,442",,"0,00","3,442",,,"0,00","4,132","3,442","4,132","0,00","0,105",,"0,00",,,"0,00","4,045",,"0,00","4,150",,,"0,00","1,181",,"0,00",,,"0,00","1,181",,,"0,00","5,331","1,181","5,331","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","4,527",,"0,00",,,"0,00",,,"0,00","4,527","0,000","4,527","0,00","55,484",,"0,00",,,"0,00",,,"0,00","55,484","0,000","55,484","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","64,851","4,623","69,474","0,000","4,623","69,474","0,00"
16,16/2013,"ROISS DVA, d.o.o., Ljubljana",Letališka cesta14,Ljubljana,1000,SI18537499,5911079000,,46.340,,,,IM,pridobitelj embaliranega blaga,QD,15.10.2013,15.10.2013,,Tjaša Morel Milhar?i?,+386 1 54 26 464,tjasa.morel@roiss.eu,"ima pla?ilni rok 28 dni! Cena kov.emb.je nižja kot po uradnem ceniku, ostalo po ceniku.",,,,,"0,022",,"0,00",,,"0,00","0,022",,,"0,00","19,444",,"0,00","19,444",,,"0,00","19,466","19,444","19,466","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","4,560",,"0,00",,,"0,00","4,560",,,"0,00","4,560","4,560","4,560","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","66,720",,"0,00",,,"0,00",,,"0,00","66,720","0,000","66,720","0,00","2,851",,"0,00",,,"0,00",,,"0,00","2,851","0,000","2,851","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","69,593","24,004","93,597","0,000","24,004","93,597","0,00"
17,17/2013,"PAPIR SERVIS d.o.o., Ljubljana",Pod ježami 3,Ljubljana,1000,SI48816795,5226236000,,38.320,,,,SZ,pridobitelj embaliranega blaga,NS,9.10.2013,9.10.2013,,Simona Jamšek,+386 31 724 226,,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","0,000","0,000","0,000","0,000","0,000","0,00"
18,18/2013,BARONE d.o.o.,Partizanska c. 123,Sežana,6210,SI76959325,1615033000,info@barone.si,10.730,,,,IM,proizvajalec,QP,1.1.2014,17.10.2013,,Lorena Kocjan?i? Flego,+386 5 731 33 37,lorena.kocjancic@barone.si,,,,,,,"54,000","0,00","15,000","42,000","630,00","15,000",,"53,000","0,00",,"41,000","0,00","0,000",,"41,000","0,00","15,000","0,000","15,000","630,00","1,000","65,000","65,00","0,400","42,000","16,80",,"46,000","0,00","1,400",,"64,000","0,00",,"41,000","0,00",,"45,000","0,00","0,000",,"41,000","0,00","1,400","0,000","1,400","81,80",,"42,000","0,00",,"42,000","0,00",,"42,000","0,00","0,000","0,000","0,000","0,00",,"45,000","0,00",,"44,000","0,00",,"44,000","0,00","0,000","0,000","0,000","0,00",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","16,400","0,000","16,400","0,000","0,000","16,400","711,80"
19,19/2013,DECO DESIGN IN CONSULTING,Cesta 24. junija 23,Ljubljana,1000,SI28464001,5346088000,deco@deco.si,17.210,,,,IM,proizvajalec,NS,1.1.2014,22.10.2013,,Andrej Golja,+386 1 560 76 00,andrej.golja@deco.si,stranka v ste?aju,,,,,,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","0,000","0,000","0,000","0,000","0,000","0,00"
20,20/2013,SET d.o.o.,Vevška cesta 52,Ljubljana-Polje,1260,SI62614126,5389275,info@set.si,18.120,,,,IM,pridobitelj embaliranega blaga,QP,1.1.2014,24.10.2013,,Borut Žvikart,+386 51 372 437,borut.zvikart@set.si,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","44,667",,"0,00","44,667",,,"0,00","44,667","44,667","44,667","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","5,613",,"0,00",,,"0,00","5,613",,,"0,00","5,613","5,613","5,613","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","50,280","50,280","0,000","50,280","50,280","0,00"
21,21/2013,PETLJA d.o.o.,Ob Dravi 3A,Ptuj ,2250,SI73943894,5324467000,petlja@petlja.si,46.390,,,,MR,embaler,QP,1.1.2014,13.10.2013,,Branko Rojs,+386 2 78 80 030,branko@petlja.si,,,,,,"5,500",,"0,00",,,"0,00","5,500",,,"0,00","14,000",,"0,00","14,000",,,"0,00","19,500","14,000","19,500","0,00",,,"0,00",,,"0,00","15,000",,"0,00","15,000",,,"0,00","1,500",,"0,00",,,"0,00","1,500",,,"0,00","16,500","1,500","16,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","15,000",,"0,00",,,"0,00",,,"0,00","15,000","0,000","15,000","0,00","73,000",,"0,00",,,"0,00",,,"0,00","73,000","0,000","73,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","108,500","15,500","124,000","0,000","15,500","124,000","0,00"
22,22/2013,OLJARNA FRAM d.o.o.,Turnerjeva ulica 118,FRAM,2313,SI62502026,5048834000,info@oljarnafram.si,10.410,,,,MR,embaler,QD,1.1.2015,10.10.2013,,Denis Hergan,+386 2 60 14 712,info@oljarnafram.si,veljavnost pogodbe 1.1.2015 !,,,,,,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","0,000","0,000","0,000","0,000","0,000","0,00"
23,23/2013,TAURUS d.o.o.,Cvetkova ulica 25,Ljubljana,1000,SI33962634,5296404000,info@taurus.si,46.100,,,,IM,pridobitelj embaliranega blaga,QP,1.1.2014,29.10.2013,,Petra Tratnjek,+386 1 420 12 71,petra.tratnjek@taurus.si,,,,,,"0,652",,"0,00",,,"0,00","0,652",,,"0,00","15,400",,"0,00","15,400",,,"0,00","16,052","15,400","16,052","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,300",,"0,00",,,"0,00",,,"0,00","0,300","0,000","0,300","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,952","15,400","16,352","0,000","15,400","16,352","0,00"
24,24/2013,MAVI MARIBOR d.o.o.,Novakova ulica 8,Maribor,2000,SI46251359,5888913000,,46.740,,,,MR,proizvajalec,QD,1.1.2014,17.12.2013,,Leon Cvikl,"+386 30 641 130, +386 2 235 03 02",leon.cvikl@mavi.si,,,,,,"0,670",,"0,00","0,059",,"0,00","0,729","12,550",,"0,00","1,149",,"0,00","13,699",,,"0,00","14,428","13,699","14,428","0,00","0,073",,"0,00","0,099",,"0,00",,,"0,00","0,172","1,414",,"0,00","1,885",,"0,00",,,"0,00","3,299",,,"0,00","3,471","3,299","3,471","0,00","1,492",,"0,00","28,330",,"0,00",,,"0,00","29,822","28,330","29,822","0,00","0,108",,"0,00","0,678",,"0,00",,,"0,00","0,786","0,678","0,786","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,018",,"0,00","0,329",,"0,00",,,"0,00","0,347","0,329","0,347","0,00","2,519","46,335","48,854","0,000","46,335","48,854","0,00"
